AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel
3,0,4,3,9,4,4,,,610324,30000,1944,,2,610324,2,1,2,3,1,1,1,1,1
3,0,3,2,9,4,4,,2,610324,30000,1946,,2,610324,2,1,2,3,1,1,1,1,2
3,0,4,4,9,4,1,,2,610324,30000,1965,,2,610324,,,2,3,1,1,1,1,4
3,0,4,3,9,4,1,,2,610324,10000,1965,,2,610324,2,1,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,,610324,0,1959,,2,610324,1,1,2,3,1,1,1,1,1
2,0,4,4,9,1,1,,2,610324,0,1984,12,2,610324,,,2,3,1,1,1,1,3
3,0,3,3,9,1,1,,2,610324,110000,1985,,2,610324,,,1,1,1,1,1,1,7
2,0,4,3,9,4,4,,2,610324,10000,1954,11,2,610324,1,1,1,1,1,1,1,1,3
3,0,2,2,9,4,4,,2,610324,18000,1953,,2,610324,1,1,2,3,1,1,1,1,2
3,0,3,5,9,4,4,,,610324,2000,1966,,2,610324,1,1,2,3,1,1,1,1,1
3,0,5,5,9,,,,,610324,,1964,,2,610324,,1,2,3,1,1,1,1,1
2,0,2,3,9,4,4,,2,610324,700,1965,,2,610324,1,1,2,3,1,1,1,1,2
2,0,4,3,3,4,4,,2,610324,27000,1949,,2,610324,1,1,2,3,1,1,1,1,2
2,0,3,3,3,4,4,,,620500,0,1950,,2,610324,1,1,2,3,1,1,1,1,1
2,0,3,3,9,,,,2,610324,,1997,,1,610324,,,2,3,1,1,1,1,6
2,0,4,3,9,4,1,,2,610324,24000,1973,,2,610324,,,2,3,1,1,1,1,2
3,0,5,5,9,4,4,,2,610324,4000,1964,,2,610324,2,2,1,3,1,1,1,1,4
3,0,4,3,5,4,2,,2,610324,3000,1965,,2,610324,2,1,2,3,1,1,1,1,3
3,0,3,3,9,3,1,,2,610324,24000,1994,,1,610324,,,2,3,1,1,1,1,7
3,0,4,5,9,,,,2,610324,,1997,,1,610324,,,2,3,1,1,1,1,8
2,0,3,2,9,4,4,,,610324,120000,1962,,2,610324,1,1,2,3,1,1,1,1,1
2,0,2,4,9,,,,2,610324,,1963,,2,610324,1,1,2,3,1,1,1,1,2
3,0,4,4,9,,,,2,610324,,1962,,2,610324,2,2,2,3,1,1,1,1,3
2,0,2,5,9,3,3,2,2,610324,9900,1986,,2,610324,2,3,2,3,1,1,1,1,3
3,0,2,2,9,,,,2,610324,,1964,,2,610324,,,2,3,1,1,1,1,2
3,0,4,5,9,2,1,,2,610324,3000,1973,,2,610324,2,1,2,3,1,1,1,1,2
3,0,1,1,9,4,4,,2,610324,1000,1961,,2,610324,1,1,2,3,1,1,1,1,2
3,0,4,4,9,4,4,,,610403,3000,1961,,2,610324,2,1,2,3,1,1,1,1,1
2,0,2,4,9,4,4,,2,610324,15000,1959,,2,610324,2,1,2,3,1,1,1,1,3
2,0,2,2,3,,,,2,610324,,1965,,2,610324,2,1,2,3,2,1,1,1,3
3,0,5,5,9,,,,2,610324,,1960,2,2,411303,2,1,1,3,1,1,2,2,4
2,0,3,2,9,,,,2,610324,,1940,,2,610324,1,1,2,3,1,1,1,1,7
3,0,2,2,3,,,,2,610324,,2003,12,1,610324,,2,2,3,1,1,1,1,3
3,0,2,3,9,4,4,,2,610324,2000,1952,,2,610324,2,1,2,3,1,1,1,1,2
3,0,4,4,9,4,4,,2,610324,5000,1958,,2,610324,2,1,2,1,1,1,1,1,4
2,0,3,2,9,,,,2,610122,,1959,,2,610122,4,2,2,3,1,1,1,1,2
2,0,2,3,9,4,4,,2,610122,1000,1940,,2,610122,1,1,2,3,1,1,1,1,3
2,0,3,2,9,2,2,,2,610122,30000,1971,,5,610122,2,1,2,3,1,1,1,1,7
2,0,2,2,9,,,,2,610122,,1963,,2,610122,1,1,2,3,1,1,1,1,2
3,0,3,3,9,,,,2,610122,,1966,,2,610122,1,1,2,3,1,1,1,1,3
1,0,3,4,9,3,3,,2,610122,0,1974,,2,610122,1,1,2,3,1,1,1,1,2
1,0,3,4,9,4,4,,2,610122,10000,1960,,2,610122,1,1,2,3,1,1,1,1,2
1,0,1,4,3,4,4,,,610122,99999,1954,,2,610122,1,1,2,3,1,1,1,1,1
1,0,3,4,3,4,4,,2,610122,99999,1949,,2,610122,1,1,2,3,1,1,1,1,2
1,0,1,3,3,4,4,,2,610122,500,1954,,2,610122,1,1,2,3,1,1,1,1,4
2,0,3,4,9,4,4,,2,610122,500,1959,,2,610122,1,1,2,3,1,1,1,1,3
2,0,1,3,9,3,2,,2,610122,500,1985,,2,610122,,,2,3,1,1,1,1,3
1,0,3,3,9,2,2,,2,610122,500,1991,,2,610122,1,1,2,3,1,1,1,1,3
1,0,3,5,9,1,1,,2,610122,600,1987,,1,610122,,,2,3,1,1,1,1,3
3,0,3,2,9,,,,,610122,,1960,,2,610122,1,1,2,3,1,1,1,1,1
2,0,3,4,9,4,4,,2,610122,500,1956,,2,610122,1,1,2,3,1,1,1,1,2
1,0,3,4,9,3,3,,2,610122,500,1985,,1,610122,,,2,3,1,1,1,1,3
1,0,2,4,9,3,2,,2,610122,300,1988,,1,610122,,,2,3,1,1,1,1,3
2,0,3,3,9,,,,,610122,,1958,,2,610122,1,1,2,3,1,1,1,1,1
1,0,2,3,9,,,,2,610122,,1962,,2,610122,2,2,2,3,1,1,1,1,2
1,0,4,4,9,,,,2,610122,,1987,,1,610122,,,2,3,1,1,1,1,3
1,0,4,4,3,2,1,,2,610122,20000,1984,,1,610102,,,2,3,1,1,1,1,3
2,0,2,4,9,2,1,,2,610122,4000,1966,,2,610122,,2,2,3,1,1,1,1,3
1,0,2,4,9,1,1,,2,610122,30000,1985,11,2,610122,1,1,2,3,1,1,1,1,3
1,0,4,4,9,,,,2,610122,,1972,,2,610122,1,1,2,3,1,1,1,1,2
1,0,4,4,3,3,1,,2,610122,10000,1997,,1,610122,,,2,3,1,1,1,1,3
1,0,3,4,3,,,,2,610122,,1998,,1,610122,,,2,3,1,1,1,1,3
1,0,2,3,9,4,4,,,610122,6000,1949,,2,610122,1,1,2,3,1,1,1,1,1
2,0,2,4,9,4,4,,,610122,0,1954,,2,610122,1,1,2,3,1,1,1,1,1
2,0,3,3,9,4,4,,,610122,0,1956,,2,610122,1,1,2,3,1,1,1,1,1
2,0,5,5,9,4,4,,,610122,0,1951,,2,610122,1,1,2,3,1,1,1,1,1
2,0,3,4,9,4,4,,,610122,0,1952,,2,610122,1,1,2,3,1,1,1,1,1
2,0,2,2,9,4,4,,2,610122,40000,1974,,2,610122,1,1,2,3,1,1,1,1,2
2,0,3,4,9,4,1,,2,610122,30000,1972,,2,610122,1,1,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610122,,2002,,1,610122,,,2,3,1,1,1,1,4
2,0,4,4,9,4,4,,2,610122,0,1957,,5,610122,,2,2,3,1,1,1,1,2
2,0,4,5,9,4,4,,2,610122,20000,1973,,2,610122,,,2,3,1,1,1,1,3
2,0,2,4,9,4,1,,2,610122,10000,1988,,1,610122,,,2,3,1,1,1,1,2
2,0,2,5,9,,,,2,610122,,2001,3,1,610122,,,2,3,1,1,1,1,4
1,0,3,5,9,,,,,610122,,1956,3,5,610122,,1,2,3,1,1,1,1,1
2,0,2,5,9,4,4,,,610122,0,1961,,2,610122,,,2,3,1,1,1,1,1
1,0,2,5,9,4,4,,2,610122,0,1955,11,2,610122,2,1,2,3,1,1,1,1,2
1,0,2,5,9,,,,2,610122,,1957,4,2,610122,1,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,2,610122,2000,1951,,2,610122,,,2,3,1,1,1,1,2
3,0,2,4,9,4,4,,,610122,2000,1958,,2,610122,,,2,3,1,1,1,1,1
3,0,2,4,9,4,4,,2,610122,2000,1955,,2,610122,2,1,2,3,1,1,1,1,4
2,0,2,4,9,4,4,,,610122,2000,1958,,2,610122,,1,2,3,1,1,1,1,1
2,0,3,3,9,4,4,,,610122,1000,1952,,2,610122,1,1,2,3,1,1,1,1,1
2,0,3,3,9,,,,,610122,,1953,,2,610122,1,,2,3,1,1,1,1,1
1,0,3,4,9,,,,,610122,,2003,,1,610122,,,2,3,1,1,1,1,
2,0,2,4,9,4,4,,2,610122,1000,1949,,2,610122,3,1,2,3,1,1,1,1,2
1,0,2,3,9,4,4,,2,610122,5600,1945,,2,610122,2,2,2,1,1,1,1,1,2
2,0,2,2,9,4,4,,2,610122,4000,1955,,2,610122,1,1,2,3,1,1,1,1,2
2,0,2,5,9,,,,,610122,,1973,9,2,610122,,1,2,3,1,1,1,1,1
2,0,4,5,9,4,2,,2,610122,2000,1965,,2,610122,2,1,2,3,1,1,1,1,2
2,0,4,3,9,,,,2,610122,,2001,,1,610122,,1,2,3,1,1,1,1,4
1,0,2,4,9,,,,2,610122,,1957,,2,610122,1,1,2,3,2,1,1,1,3
1,0,2,4,9,4,4,,2,610122,3480,1966,,2,610122,1,1,2,3,1,1,1,1,3
2,0,4,3,9,,,,2,211324,,1956,,2,610122,1,1,2,3,1,1,1,1,4
2,0,4,3,9,,,,2,610122,,1959,3,2,610122,1,,2,3,1,1,1,1,4
3,0,3,2,9,,,,,610122,,1954,,4,610122,1,1,2,3,1,1,1,1,1
2,0,2,4,9,,,,2,610122,,1957,,2,610122,3,3,2,3,1,1,1,1,3
2,0,2,5,9,,,,2,610122,,1954,,2,610122,,,2,3,1,1,1,1,3
2,0,4,3,9,,,,2,610122,,1966,4,2,610122,4,2,2,3,1,1,1,1,3
3,0,3,3,9,,,,,610122,,1969,,2,610122,1,1,2,3,2,2,2,2,1
3,0,4,4,9,4,2,,,610122,3000,1981,,2,610122,1,,2,3,1,1,1,1,1
2,0,2,5,9,4,4,,2,610122,500,1949,,2,610122,1,1,2,1,1,1,1,1,3
1,0,4,5,9,3,3,,2,610122,500,1977,,2,610122,,,2,3,1,1,1,1,4
1,0,2,3,9,,,,2,610122,,1997,,1,610122,,,2,3,1,1,1,1,9
1,0,2,5,9,,,,2,610122,,1957,,5,610122,,1,2,3,1,1,1,1,3
2,0,5,5,9,,,,2,610122,,1993,,1,610122,,,2,3,1,1,1,1,9
2,0,4,5,9,,,,2,610122,,1955,,2,610122,,1,2,3,1,1,1,1,2
2,0,4,5,9,4,4,,2,610122,2000,1957,10,2,610122,3,,1,3,1,1,1,1,3
1,0,3,4,9,4,4,,2,610122,600,1951,,2,610122,2,1,2,3,1,1,1,1,3
2,0,4,5,9,,,,2,610122,,1998,8,1,610122,,,2,3,1,1,1,1,9
1,0,4,4,9,,,,2,610122,,1962,10,2,610122,,,2,3,1,1,1,1,3
1,0,3,4,9,,,,2,610122,,1957,,2,610122,1,1,2,3,1,1,1,1,3
2,0,2,5,3,,,,2,610122,,1962,,2,610122,,1,2,3,1,1,1,1,3
2,0,2,4,9,,,,2,610122,,1990,,2,610122,,,2,3,1,1,1,1,7
2,0,2,5,9,,,,,610122,,1957,,2,610122,,2,2,3,1,1,1,1,1
2,0,,,9,,,,2,610102,,1967,,2,610102,1,1,2,3,2,2,3,4,3
2,0,,,9,4,1,2,2,610102,40000,1965,,2,610102,1,1,1,1,2,2,2,4,4
3,0,,,9,4,1,2,2,610102,50000,1963,,2,610102,,,2,3,2,2,2,4,4
2,0,,,9,,,,2,610102,,1969,,2,610102,,3,2,3,2,2,2,4,4
2,0,,,9,,,,2,610102,,1967,,2,610102,,,2,3,2,2,2,4,4
2,0,,,9,,,,2,610102,,1958,,4,610102,,,2,3,2,2,2,2,4
3,0,,,9,1,1,,2,610102,20000,1983,,1,610102,,,2,3,2,2,2,2,4
2,0,,,9,,,,2,610102,,1958,,2,610102,1,1,2,3,2,2,2,2,2
2,0,,,9,2,1,2,2,610102,40000,1990,,1,610102,,,2,3,2,2,2,2,6
2,0,,,9,4,1,,2,610102,20000,1966,,2,610102,1,,2,3,2,2,2,2,3
2,0,,,9,4,1,,2,610102,20000,1974,,2,610102,1,1,2,3,1,1,2,2,3
2,0,,,9,,,,2,610102,,1994,,1,610102,,,2,3,2,2,2,2,9
2,0,,,9,4,2,2,2,610102,20000,1961,,2,610102,1,1,2,3,2,2,3,4,4
2,0,,,9,,,,2,610102,,1990,,1,610102,,,2,3,2,2,3,4,8
3,0,,,9,,,,2,610102,,1959,,2,610102,,,2,3,2,2,2,2,4
1,0,,,9,,,,2,610102,,1954,,2,610102,1,1,2,3,2,2,2,2,4
3,0,,,9,2,1,1,2,610102,60000,1983,,1,610102,,,1,3,2,2,2,2,4
2,0,,,9,4,1,,2,610102,50000,1962,,2,610102,2,2,2,3,2,2,2,4,4
2,0,,,9,2,1,,2,610102,50000,1958,,2,610102,,1,2,3,2,2,2,4,4
3,0,,,3,4,2,1,2,610102,90000,1958,,2,610102,1,1,2,1,2,2,2,2,4
3,0,,,9,1,1,,2,610102,25000,1968,,2,610102,2,3,2,1,2,2,2,2,4
3,0,,,9,3,1,1,2,610102,75000,1968,,2,610102,5,5,2,1,2,2,2,2,9
3,0,,,9,2,1,,2,610102,12000,1992,,1,610102,,,2,3,2,2,2,2,9
1,0,,,9,,,,2,610102,,1954,4,2,610102,,,2,3,2,2,3,4,3
2,0,,,9,1,1,,2,610102,50000,1969,,2,610102,2,1,2,1,2,2,2,2,4
2,0,,,9,4,1,1,2,610102,50000,1964,,2,610102,1,1,1,1,1,1,2,2,8
3,0,,,9,1,1,,2,610102,30000,1992,,1,610102,,,2,1,2,2,2,2,9
2,0,,,9,,,,2,610102,,1962,,2,610102,,,2,3,2,2,2,4,3
1,0,,,9,,,,2,610102,,1959,7,3,610102,,,2,3,,,3,4,4
3,0,,,9,3,1,2,2,610102,50000,1975,,2,610102,,,1,1,2,2,2,2,4
2,0,,,9,,,,2,610102,,1964,,2,610102,,1,2,3,2,2,3,4,4
2,0,,,9,,,,2,610102,,1960,,2,610102,1,1,2,3,2,2,3,4,4
3,0,,,9,2,1,,2,610102,50000,1974,,2,610102,1,,2,1,2,2,2,4,8
2,0,,,9,1,1,2,2,610102,24000,1989,1,2,610102,2,3,2,1,1,1,2,2,8
1,0,,,9,1,1,,2,610102,24000,1986,1,2,610102,,,2,3,2,2,2,2,7
2,0,,,9,3,3,2,2,610102,40000,1964,,5,610102,1,1,2,3,2,2,2,4,4
2,0,,,9,1,1,,2,610404,42000,1991,,2,610404,4,4,2,1,2,2,2,2,9
1,0,,,9,,,,2,610522,,1962,6,2,610102,3,3,2,3,,,3,4,4
1,0,,,9,,,,2,611022,,1954,10,2,610102,5,,2,3,1,1,2,4,3
2,0,,,9,,,,2,610102,,1957,11,5,610102,1,1,2,3,2,2,2,4,4
2,0,,,3,,,,2,610102,,1968,5,2,610102,2,,2,3,2,2,2,2,7
1,0,,,9,,,,2,610102,,1957,4,2,610102,,,2,3,,,3,4,4
1,0,,,9,,,,2,610102,,1957,4,2,610102,2,1,2,3,,,3,4,4
2,0,,,9,1,1,2,2,610104,30000,1982,9,2,610104,,,2,3,2,2,3,4,8
2,0,,,9,,,,2,610104,,1957,2,5,610104,2,2,2,3,2,2,2,4,4
3,0,,,9,2,2,2,2,610104,40000,1984,7,2,610104,4,4,2,3,2,2,3,4,8
2,0,,,9,,,,2,610102,,1958,3,5,610102,1,1,2,3,2,2,2,4,4
3,0,,,9,,,,2,610102,,1961,6,2,610102,4,4,2,1,1,1,2,2,4
1,0,,,9,,,,2,610102,,1958,6,3,610102,2,2,2,3,1,1,2,2,4
2,0,,,9,,,,2,610102,,1954,9,3,610102,1,1,2,3,1,1,2,2,3
2,0,,,9,1,1,,2,610102,36000,1963,5,2,610102,,,2,1,,,3,4,4
3,0,,,9,4,1,,2,420102,99999,1969,8,2,610102,,3,2,3,1,1,1,2,3
2,0,,,9,,,,2,610424,,1956,10,2,610102,9,1,2,3,2,1,2,2,7
3,0,,,9,,,,2,610102,,1957,7,2,610102,4,1,2,3,2,2,2,2,4
3,0,,,9,1,1,,2,610113,20000,1964,,2,610113,2,2,2,3,1,1,1,4,8
1,0,,,9,,,,2,411621,,1964,,2,653131,2,1,1,1,1,1,1,3,9
1,0,,,9,2,1,1,2,411624,120000,1963,,2,610113,,2,2,1,2,2,2,4,8
3,0,,,9,1,1,,2,610481,20000,1978,,2,610481,2,3,2,3,2,2,2,4,9
1,0,,,9,3,1,,2,610581,36000,1969,,2,610113,3,3,2,1,2,1,2,2,8
1,0,,,9,,,,2,620102,,1954,,2,610113,1,1,2,3,1,1,1,2,8
2,0,,,9,,,,2,610104,,1956,,2,610113,9,7,2,1,2,2,2,2,8
1,0,,,9,,,,2,610000,,1945,,2,610402,2,1,1,1,1,1,3,4,8
3,0,,,9,3,1,,2,611002,50000,1972,,2,610113,3,2,2,3,1,1,1,3,6
2,0,,,9,1,1,,2,150100,50000,1976,,2,610113,,,2,3,1,1,1,3,3
4,0,,,9,,,,2,610526,,2000,,1,610113,,,2,3,2,2,2,2,4
3,0,,,9,,,,2,610628,,1955,,2,610628,1,1,2,1,1,1,1,1,7
2,0,,,9,,,,2,610481,,1961,,2,610113,1,2,2,3,1,2,2,4,8
2,0,,,9,2,1,1,2,610103,40000,1963,,2,610103,2,2,2,1,2,2,2,2,4
3,0,,,9,1,1,1,2,410106,20000,1966,,4,610113,3,2,2,3,1,1,1,3,8
1,0,,,9,4,2,1,2,610113,35000,1968,12,2,610113,2,4,2,3,2,2,3,4,4
3,0,,,9,,,,2,610423,,1954,1,2,610423,1,1,2,3,1,1,1,1,2
2,0,,,9,1,1,,2,610302,36000,1985,1,2,610116,4,4,2,3,2,2,2,4,9
1,0,,,9,,,,2,610632,,1972,3,2,610632,3,2,2,3,1,1,1,2,8
3,0,,,9,1,1,,2,610528,40000,1988,1,1,610113,3,4,2,3,2,2,2,2,9
3,0,,,9,1,1,,2,610104,0,1985,11,2,610113,4,8,2,3,2,2,2,4,9
1,0,,,9,2,1,,2,610113,30000,1981,3,2,610113,7,3,2,3,2,1,3,4,8
4,0,,,3,2,1,,2,610702,48000,1987,1,2,610525,3,,2,3,1,1,1,1,9
1,0,3,3,9,,,,2,610114,,1959,,5,610114,1,1,2,3,1,1,1,1,3
3,0,3,4,9,4,1,,2,610115,10000,1988,,2,610114,2,2,2,3,1,1,1,1,3
3,0,5,5,9,2,2,,2,610114,40000,1976,,2,610114,2,2,2,3,1,1,1,1,2
3,0,3,4,9,3,1,,2,610114,55000,1975,,2,610114,2,2,2,3,1,1,1,1,4
1,0,3,4,9,3,1,,2,610114,20000,1955,,2,610114,,,2,3,1,1,1,1,2
3,0,2,4,9,4,4,,2,610114,20000,1958,,2,610114,,,2,3,1,1,1,1,2
3,0,4,4,9,3,1,,2,610114,99999,1977,,2,610114,8,,2,3,1,1,1,1,3
3,0,3,4,9,3,1,,2,610114,0,2000,,1,610114,,,2,3,1,1,1,1,4
2,0,4,4,9,4,1,,2,610114,40000,1976,,2,610114,,,2,3,1,1,1,1,3
3,0,4,4,9,4,1,,2,610114,30000,1971,4,2,610114,4,2,2,3,1,1,1,1,2
2,0,4,4,9,3,3,,2,610114,5000,1970,,2,610114,1,1,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610114,,1971,,2,610114,1,1,2,3,1,1,1,1,3
2,0,3,3,9,4,2,,2,610114,30000,1970,,2,610114,1,1,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610114,,1969,,2,610114,1,1,2,3,1,1,1,1,3
2,0,2,2,9,,,,2,610114,,2002,,1,610114,,,2,3,1,1,1,1,4
2,0,4,5,9,4,1,,2,610114,20000,1962,,2,610114,,,2,3,1,1,1,1,4
2,0,4,5,9,4,1,,2,610114,20000,1961,,2,610114,1,1,2,3,1,1,1,1,4
2,0,3,5,9,4,1,,2,610114,20000,1964,,2,610114,2,1,2,3,1,1,1,1,4
3,0,3,5,9,,,,2,610114,,1963,,2,610114,2,1,2,3,1,1,1,1,4
2,0,4,4,9,,,,,610114,,1962,,2,610114,1,1,2,3,1,1,1,1,1
3,0,4,4,9,,,,,610114,,1947,,2,610114,1,1,2,3,1,1,1,1,1
1,0,2,4,9,4,4,,2,610114,10000,1954,,2,610114,,,1,3,1,1,1,1,3
2,0,3,4,9,4,4,,2,610115,10000,1954,,2,610114,2,1,2,3,1,1,1,1,4
2,0,3,3,9,2,2,,2,610114,20000,1982,,1,610114,,,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,2,610114,1200,1961,,2,610114,1,1,2,3,1,1,1,1,2
3,0,3,4,9,4,4,,2,610114,1200,1960,,2,610114,1,1,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,610114,,1988,,2,610114,3,3,2,3,1,1,1,1,3
1,0,3,4,9,,,,2,610114,,1969,,2,610114,1,1,2,3,1,1,1,1,4
1,0,3,4,9,2,1,,2,610114,10000,1994,,2,610114,,,2,3,1,1,1,1,4
2,0,2,5,9,,,,2,610114,,1970,,2,610114,2,2,2,3,1,1,1,1,2
2,0,4,4,9,,,,,610114,,1980,,1,610114,,,2,3,1,1,1,1,1
1,0,3,4,9,4,1,,2,610114,50000,1971,,2,610114,3,,2,3,1,1,1,1,3
1,0,3,4,9,4,1,,2,610114,40000,1972,,2,610114,3,,2,3,1,1,1,1,3
1,0,3,4,9,4,1,,2,610114,0,1975,,2,610114,1,1,2,3,1,1,1,1,2
2,0,4,4,9,,,,2,610114,,1976,,2,610114,2,1,2,3,1,1,1,1,3
3,0,3,4,9,,,,2,610114,,2000,,1,610114,,,2,3,1,1,1,1,4
2,0,4,4,9,3,2,,2,610114,0,1975,,2,610114,2,2,2,3,1,1,1,1,4
2,0,4,4,9,,,,2,610114,,1975,,2,610114,2,2,2,3,1,1,1,1,3
3,0,4,4,9,4,1,,2,610114,0,1968,,2,610114,1,,2,3,1,1,1,1,3
3,0,2,4,9,4,1,,2,610114,20000,1957,,2,610114,2,2,1,1,1,1,1,1,4
3,0,2,4,9,4,1,,2,610115,20000,1956,,2,610114,2,2,2,3,1,1,1,1,4
2,0,4,4,9,4,2,,2,610114,30000,1966,,2,610114,,,2,3,1,1,1,1,2
2,0,4,4,9,,,,2,610114,,1968,,2,610114,1,1,2,3,1,1,1,1,4
2,0,4,4,9,,,,2,610114,,1989,,2,610114,,,2,3,1,1,1,1,4
3,0,1,4,9,4,4,,,610114,0,1952,,2,610114,2,1,2,3,1,1,1,1,1
3,0,1,2,9,4,4,,,610114,24000,1950,,2,610114,1,1,2,3,1,1,1,1,1
3,0,1,4,9,4,2,,2,610114,40000,1974,,2,610114,,,2,3,1,1,1,1,3
3,0,1,4,9,4,2,,2,610114,40000,1975,,2,610114,2,2,2,3,1,1,1,1,3
3,0,3,4,9,4,1,,2,610114,20000,1954,,2,610114,2,,2,3,1,1,1,1,2
3,0,2,4,9,4,1,,2,610114,20000,1955,,2,610114,2,1,2,3,1,1,1,1,2
2,0,3,5,9,4,1,,2,610114,20000,1969,,2,610114,2,1,2,3,1,1,1,1,3
3,0,4,5,9,,,,2,610115,,1969,,2,610114,,,2,3,1,1,1,1,3
3,0,3,4,9,4,1,,2,610114,20000,1968,5,2,610114,4,3,2,3,1,1,1,1,3
3,0,4,3,9,4,1,,2,610115,6000,1969,3,2,610114,1,1,2,3,1,1,1,1,2
3,0,4,4,9,4,4,,2,610114,7000,1964,,2,610114,,,2,3,1,1,1,1,3
3,0,4,4,9,2,1,,2,610114,20000,1975,6,2,610114,,,2,3,1,1,1,1,3
3,0,2,4,9,4,4,,2,610114,20000,1963,,2,610114,2,1,2,3,1,1,1,1,2
3,0,4,4,9,4,4,,2,610114,99999,1960,8,2,610114,,,2,3,1,1,1,1,2
3,0,4,5,9,4,1,,2,610114,20000,1977,,2,610114,,,2,3,1,1,1,1,3
2,0,4,5,9,,,,2,610114,,2003,,1,610114,,3,2,3,1,1,1,1,3
3,2,5,5,9,,,,2,610114,,2001,,1,610114,,,2,3,1,1,1,1,4
3,0,,,9,2,1,,2,620822,50000,1984,3,2,620822,3,4,1,3,1,1,1,1,5
2,0,,,9,2,1,1,2,610424,100000,1978,11,2,610103,4,2,2,1,2,1,1,3,10
2,0,,,9,2,1,,2,610103,20000,1975,10,2,610103,3,3,2,1,,,2,2,8
2,0,,,9,,,,2,610103,,1998,2,1,610103,,,2,3,2,2,2,2,8
3,0,,,9,1,1,,2,610802,100000,1983,2,2,610103,,,2,3,1,1,1,2,10
2,0,,,9,2,1,,2,610103,10000,1994,1,1,610103,,,2,3,2,2,3,4,8
3,0,,,9,1,1,1,2,610103,50000,1993,2,1,610103,,,2,1,1,1,3,4,9
1,0,,,9,2,1,1,2,610124,100000,1965,1,2,610103,1,1,2,3,1,1,1,3,4
4,0,,,9,2,1,,1,611023,30000,1993,2,1,611023,,,2,3,2,2,1,3,9
2,0,,,9,2,1,,2,610115,60000,1993,10,1,610115,4,3,2,3,1,1,2,2,9
3,0,,,9,1,1,1,2,610103,130000,1968,1,2,610103,9,7,2,1,1,1,2,2,9
3,0,,,9,1,1,1,2,610122,100000,1992,11,1,610103,,,2,1,1,1,1,2,10
2,0,,,9,3,1,,2,610124,100000,1989,4,1,620702,4,2,2,3,1,1,1,1,2
1,0,,,9,2,2,,2,610103,33600,1965,2,2,610103,2,1,2,3,2,2,3,4,8
2,0,,,9,1,1,,2,610103,130000,1990,6,2,610103,8,8,2,1,2,2,3,4,10
3,0,,,9,1,1,1,2,610103,80000,1991,8,1,610103,,,2,1,2,2,3,4,9
3,0,,,9,3,1,,2,610122,16000,1970,11,2,610103,4,2,2,3,1,1,1,2,4
3,2,,,9,1,1,1,1,230103,150000,1983,1,2,610113,4,4,2,2,2,2,2,2,11
2,0,,,9,2,1,1,2,610103,150000,1989,8,2,610103,4,4,2,3,2,2,3,4,8
3,0,,,9,2,1,2,2,610103,100000,1995,10,1,610103,8,8,2,3,,,2,2,10
3,0,,,9,,,,2,610921,,1993,2,1,610103,,,2,3,1,1,1,1,9
3,0,,,9,,,,2,610623,,1955,,2,610602,3,1,2,1,2,1,3,4,4
3,0,,,9,1,1,,2,610602,2000,1995,,1,610602,,,2,1,1,1,1,1,9
3,0,,,9,1,1,2,2,610602,60000,1990,4,4,610602,,,2,3,1,1,2,2,9
3,0,,,9,1,1,2,2,610603,50000,1987,11,4,610602,3,3,2,3,1,1,2,2,9
2,0,,,9,2,1,,2,610602,20000,1991,7,2,610623,3,3,2,3,1,1,1,1,4
2,0,,,9,2,1,2,2,610623,20000,1987,9,2,610602,2,2,2,3,1,1,1,3,9
2,0,,,9,1,1,2,2,610602,36000,1989,8,2,610602,3,2,2,1,1,1,1,1,9
2,0,,,9,2,1,2,2,610602,20000,1976,11,2,610602,2,2,2,3,1,1,1,2,8
3,0,,,9,1,1,,2,610602,20000,1988,1,2,610602,4,2,2,3,1,1,1,1,8
2,0,,,9,1,1,2,2,610603,20000,1989,2,2,610602,2,3,2,3,2,2,2,2,9
3,0,,,9,1,1,2,2,610623,40000,1993,5,1,610602,,,2,3,1,1,1,1,9
2,0,,,9,3,1,2,2,610602,20000,1984,10,2,610602,2,4,2,3,,,2,2,9
3,0,,,9,2,1,2,2,610602,20000,1975,8,2,610602,2,2,2,3,,,1,2,3
3,0,,,9,1,1,2,2,610602,25000,1994,12,1,610602,,,2,3,1,1,1,1,9
3,0,,,9,3,1,,2,610623,30000,1988,10,2,610602,2,2,2,3,1,1,1,2,8
2,0,,,9,2,1,2,2,610623,20000,1986,6,2,610602,4,1,2,3,1,1,2,2,8
